0	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	2.1	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3	3.1	3.2	3.3	3.4	3.5	3.6	3.7	3.8	3.9	4	4.1	4.2	4.3	4.4	4.5	4.6	4.7	4.8	4.9	5
8.2	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28021.84	-27718.43	-27517.86	-27340.28	-27130.76	-26946.59	-26801.12	-26690.92	-26593.33	-26533.7	-26468.29	-26412.29	-26362.86	-26310.47	-26276.84	-26203.88	-26167.46	-26118.9	-26067.5	-26025.19	-26001.02
8.4	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28013.96	-27834.53	-27604.84	-27394.5	-27257.89	-27093.34	-26896.09	-26738.67	-26625.37	-26543.05	-26455.75	-26399.89	-26356.72	-26304.41	-26237.52	-26182.5	-26131.03	-26070.47	-26034.19
8.6	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-27980.67	-27879.14	-27716.98	-27515.57	-27369.52	-27220.24	-27033.52	-26824.24	-26697.82	-26565.7	-26484.11	-26400	-26359.82	-26271.12	-26216.35	-26170.19	-26085.58
8.8	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-27980.8	-27885.84	-27755.04	-27618.58	-27474.9	-27353.86	-27208.61	-27043.76	-26852.63	-26675.91	-26556.56	-26443.99	-26350.91	-26256.22	-26200.83
9	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-27996.24	-27892.1	-27780.68	-27647.17	-27561.06	-27449.9	-27341.88	-27217.93	-27049.65	-26869.8	-26692.09	-26560.21	-26373.78
9.2	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-27971.24	-27825.27	-27697.9	-27587.01	-27488.4	-27402.82	-27313.49	-27163.77	-27037.88	-26902.03
9.4	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-27977.37	-27834.73	-27685.37	-27561.3	-27459.69	-27348.57	-27243.09
9.6	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28016.73	-27904.45	-27767.71	-27615.44
9.8	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92
10	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92	-28024.92
